TRE_CN,PLOT_CN,MEASYEAR,Year,RW,DIA
23T211,733349426290487,2023,1972,1.48,9.9
23T211,733349426290487,2023,1973,1.27,9.9
23T211,733349426290487,2023,1974,1.29,9.9
23T211,733349426290487,2023,1975,1.3,9.9
23T211,733349426290487,2023,1976,1.45,9.9
23T211,733349426290487,2023,1977,1.16,9.9
23T211,733349426290487,2023,1978,1.36,9.9
23T211,733349426290487,2023,1979,1.03,9.9
23T211,733349426290487,2023,1980,1.23,9.9
23T211,733349426290487,2023,1981,1.03,9.9
23T211,733349426290487,2023,1982,0.98,9.9
23T211,733349426290487,2023,1983,0.94,9.9
23T211,733349426290487,2023,1984,1.11,9.9
23T211,733349426290487,2023,1985,1.38,9.9
23T211,733349426290487,2023,1986,1.52,9.9
23T211,733349426290487,2023,1987,1.59,9.9
23T211,733349426290487,2023,1988,1.3,9.9
23T211,733349426290487,2023,1989,1.2,9.9
23T211,733349426290487,2023,1990,0.66,9.9
23T211,733349426290487,2023,1991,0.6,9.9
23T211,733349426290487,2023,1992,0.42,9.9
23T211,733349426290487,2023,1993,0.67,9.9
23T211,733349426290487,2023,1994,0.98,9.9
23T211,733349426290487,2023,1995,0.95,9.9
23T211,733349426290487,2023,1996,1.1,9.9
23T211,733349426290487,2023,1997,1.09,9.9
23T211,733349426290487,2023,1998,1.07,9.9
23T211,733349426290487,2023,1999,1.13,9.9
23T211,733349426290487,2023,2000,0.85,9.9
23T211,733349426290487,2023,2001,0.86,9.9
23T211,733349426290487,2023,2002,0.72,9.9
23T211,733349426290487,2023,2003,0.77,9.9
23T211,733349426290487,2023,2004,0.8,9.9
23T211,733349426290487,2023,2005,0.86,9.9
23T211,733349426290487,2023,2006,0.75,9.9
23T211,733349426290487,2023,2007,0.86,9.9
23T211,733349426290487,2023,2008,0.83,9.9
23T211,733349426290487,2023,2009,0.84,9.9
23T211,733349426290487,2023,2010,0.91,9.9
23T211,733349426290487,2023,2011,0.92,9.9
23T211,733349426290487,2023,2012,0.96,9.9
23T211,733349426290487,2023,2013,0.93,9.9
23T211,733349426290487,2023,2014,0.82,9.9
23T211,733349426290487,2023,2015,0.98,9.9
23T211,733349426290487,2023,2016,1.14,9.9
23T211,733349426290487,2023,2017,1.18,9.9
23T211,733349426290487,2023,2018,1.32,9.9
23T211,733349426290487,2023,2019,1.46,9.9
23T211,733349426290487,2023,2020,1.33,9.9
23T211,733349426290487,2023,2021,1.18,9.9
23T213,733349426290487,2023,1935,0.36,3.5
23T213,733349426290487,2023,1936,0.38,3.5
23T213,733349426290487,2023,1937,0.45,3.5
23T213,733349426290487,2023,1938,0.32,3.5
23T213,733349426290487,2023,1939,0.29,3.5
23T213,733349426290487,2023,1940,0.23,3.5
23T213,733349426290487,2023,1941,0.25,3.5
23T213,733349426290487,2023,1942,0.3,3.5
23T213,733349426290487,2023,1943,0.17,3.5
23T213,733349426290487,2023,1944,0.2,3.5
23T213,733349426290487,2023,1945,0.19,3.5
23T213,733349426290487,2023,1946,0.26,3.5
23T213,733349426290487,2023,1947,0.24,3.5
23T213,733349426290487,2023,1948,0.26,3.5
23T213,733349426290487,2023,1949,0.21,3.5
23T213,733349426290487,2023,1950,0.14,3.5
23T213,733349426290487,2023,1951,0.18,3.5
23T213,733349426290487,2023,1952,0.22,3.5
23T213,733349426290487,2023,1953,0.2,3.5
23T213,733349426290487,2023,1954,0.39,3.5
23T213,733349426290487,2023,1955,0.32,3.5
23T213,733349426290487,2023,1956,0.2,3.5
23T213,733349426290487,2023,1957,0.24,3.5
23T213,733349426290487,2023,1958,0.16,3.5
23T213,733349426290487,2023,1959,0.21,3.5
23T213,733349426290487,2023,1960,0.25,3.5
23T213,733349426290487,2023,1961,0.25,3.5
23T213,733349426290487,2023,1962,0.27,3.5
23T213,733349426290487,2023,1963,0.22,3.5
23T213,733349426290487,2023,1964,0.37,3.5
23T213,733349426290487,2023,1965,0.18,3.5
23T213,733349426290487,2023,1966,0.29,3.5
23T213,733349426290487,2023,1967,0.32,3.5
23T213,733349426290487,2023,1968,0.31,3.5
23T213,733349426290487,2023,1969,0.34,3.5
23T213,733349426290487,2023,1970,0.36,3.5
23T213,733349426290487,2023,1971,0.09,3.5
23T213,733349426290487,2023,1972,0.09,3.5
23T213,733349426290487,2023,1973,0.17,3.5
23T213,733349426290487,2023,1974,0.14,3.5
23T213,733349426290487,2023,1975,0.15,3.5
23T213,733349426290487,2023,1976,0.24,3.5
23T213,733349426290487,2023,1977,0.25,3.5
23T213,733349426290487,2023,1978,0.35,3.5
23T213,733349426290487,2023,1979,0.23,3.5
23T213,733349426290487,2023,1980,0.19,3.5
23T213,733349426290487,2023,1981,0.26,3.5
23T213,733349426290487,2023,1982,0.21,3.5
23T213,733349426290487,2023,1983,0.25,3.5
23T213,733349426290487,2023,1984,0.4,3.5
23T213,733349426290487,2023,1985,0.42,3.5
23T213,733349426290487,2023,1986,0.24,3.5
23T213,733349426290487,2023,1987,0.3,3.5
23T213,733349426290487,2023,1988,0.37,3.5
23T213,733349426290487,2023,1989,0.48,3.5
23T213,733349426290487,2023,1990,0.36,3.5
23T213,733349426290487,2023,1991,0.28,3.5
23T213,733349426290487,2023,1992,0.25,3.5
23T213,733349426290487,2023,1993,0.3,3.5
23T213,733349426290487,2023,1994,0.35,3.5
23T213,733349426290487,2023,1995,0.42,3.5
23T213,733349426290487,2023,1996,0.55,3.5
23T213,733349426290487,2023,1997,0.37,3.5
23T213,733349426290487,2023,1998,0.53,3.5
23T213,733349426290487,2023,1999,0.49,3.5
23T213,733349426290487,2023,2000,0.5,3.5
23T213,733349426290487,2023,2001,0.4,3.5
23T213,733349426290487,2023,2002,0.61,3.5
23T213,733349426290487,2023,2003,0.59,3.5
23T213,733349426290487,2023,2004,0.85,3.5
23T213,733349426290487,2023,2005,1.04,3.5
23T213,733349426290487,2023,2006,0.85,3.5
23T213,733349426290487,2023,2007,0.81,3.5
23T213,733349426290487,2023,2008,0.59,3.5
23T213,733349426290487,2023,2009,0.44,3.5
23T213,733349426290487,2023,2010,0.35,3.5
23T213,733349426290487,2023,2011,0.65,3.5
23T213,733349426290487,2023,2012,1.2,3.5
23T213,733349426290487,2023,2013,1.71,3.5
23T213,733349426290487,2023,2014,1.81,3.5
23T213,733349426290487,2023,2015,1.43,3.5
23T213,733349426290487,2023,2016,1.54,3.5
23T213,733349426290487,2023,2017,1.28,3.5
23T213,733349426290487,2023,2018,1.09,3.5
23T213,733349426290487,2023,2019,0.95,3.5
23T213,733349426290487,2023,2020,0.8,3.5
23T213,733349426290487,2023,2021,0.67,3.5
23T255,670951478126144,2023,1859,20.9,9.4
23T255,670951478126144,2023,1860,18.79,9.4
23T255,670951478126144,2023,1861,25.14,9.4
23T255,670951478126144,2023,1862,33.07,9.4
23T255,670951478126144,2023,1863,28.35,9.4
23T255,670951478126144,2023,1864,16.71,9.4
23T255,670951478126144,2023,1865,17.44,9.4
23T255,670951478126144,2023,1866,12.33,9.4
23T255,670951478126144,2023,1867,18.62,9.4
23T255,670951478126144,2023,1868,18.03,9.4
23T255,670951478126144,2023,1869,14.94,9.4
23T255,670951478126144,2023,1870,14.94,9.4
23T255,670951478126144,2023,1871,15.45,9.4
23T255,670951478126144,2023,1872,9.38,9.4
23T255,670951478126144,2023,1873,11.86,9.4
23T255,670951478126144,2023,1874,12.4,9.4
23T255,670951478126144,2023,1875,18.6,9.4
23T255,670951478126144,2023,1876,19.17,9.4
23T255,670951478126144,2023,1877,22.36,9.4
23T255,670951478126144,2023,1878,19.55,9.4
23T255,670951478126144,2023,1879,11.65,9.4
23T255,670951478126144,2023,1880,7.89,9.4
23T255,670951478126144,2023,1881,9.59,9.4
23T255,670951478126144,2023,1882,3.19,9.4
23T255,670951478126144,2023,1883,6.95,9.4
23T255,670951478126144,2023,1884,12.6,9.4
23T255,670951478126144,2023,1885,16.53,9.4
23T255,670951478126144,2023,1886,11.65,9.4
23T255,670951478126144,2023,1887,16.16,9.4
23T255,670951478126144,2023,1888,14.09,9.4
23T255,670951478126144,2023,1889,13.37,9.4
23T255,670951478126144,2023,1890,17.99,9.4
23T255,670951478126144,2023,1891,18.11,9.4
23T255,670951478126144,2023,1892,23.19,9.4
23T255,670951478126144,2023,1893,7.93,9.4
23T255,670951478126144,2023,1894,16.69,9.4
23T255,670951478126144,2023,1895,17.75,9.4
23T255,670951478126144,2023,1896,19.11,9.4
23T255,670951478126144,2023,1897,20.1,9.4
23T255,670951478126144,2023,1898,5.95,9.4
23T255,670951478126144,2023,1899,11.99,9.4
23T255,670951478126144,2023,1900,14.99,9.4
23T255,670951478126144,2023,1901,13.66,9.4
23T255,670951478126144,2023,1902,16.41,9.4
23T255,670951478126144,2023,1903,16.17,9.4
23T255,670951478126144,2023,1904,14.49,9.4
23T255,670951478126144,2023,1905,9.38,9.4
23T255,670951478126144,2023,1906,9.04,9.4
23T255,670951478126144,2023,1907,11.06,9.4
23T255,670951478126144,2023,1908,12.05,9.4
23T255,670951478126144,2023,1909,13.17,9.4
23T255,670951478126144,2023,1910,16.17,9.4
23T255,670951478126144,2023,1911,15.08,9.4
23T255,670951478126144,2023,1912,13.56,9.4
23T255,670951478126144,2023,1913,11.3,9.4
23T255,670951478126144,2023,1914,10.81,9.4
23T255,670951478126144,2023,1915,7.12,9.4
23T255,670951478126144,2023,1916,7.37,9.4
23T255,670951478126144,2023,1917,3.68,9.4
23T255,670951478126144,2023,1918,6.19,9.4
23T255,670951478126144,2023,1919,9.63,9.4
23T255,670951478126144,2023,1920,8.55,9.4
23T255,670951478126144,2023,1921,11.38,9.4
23T255,670951478126144,2023,1922,12.05,9.4
23T255,670951478126144,2023,1923,10.63,9.4
23T255,670951478126144,2023,1924,16.82,9.4
23T255,670951478126144,2023,1925,15.4,9.4
23T255,670951478126144,2023,1926,15.98,9.4
23T255,670951478126144,2023,1927,15.06,9.4
23T255,670951478126144,2023,1928,29.12,9.4
23T255,670951478126144,2023,1929,19.53,9.4
23T255,670951478126144,2023,1930,20.36,9.4
23T255,670951478126144,2023,1931,12.05,9.4
23T255,670951478126144,2023,1932,12.88,9.4
23T255,670951478126144,2023,1933,20.67,9.4
23T255,670951478126144,2023,1934,16.07,9.4
23T255,670951478126144,2023,1935,18.7,9.4
23T255,670951478126144,2023,1936,29.13,9.4
23T255,670951478126144,2023,1937,37.28,9.4
23T255,670951478126144,2023,1938,32.47,9.4
23T255,670951478126144,2023,1939,38.38,9.4
23T255,670951478126144,2023,1940,32,9.4
23T255,670951478126144,2023,1941,27.5,9.4
23T255,670951478126144,2023,1942,27.24,9.4
23T255,670951478126144,2023,1943,26.68,9.4
23T255,670951478126144,2023,1944,30.95,9.4
23T255,670951478126144,2023,1945,26.72,9.4
23T255,670951478126144,2023,1946,27.73,9.4
23T255,670951478126144,2023,1947,41.12,9.4
23T255,670951478126144,2023,1948,40.56,9.4
23T255,670951478126144,2023,1949,32.56,9.4
23T255,670951478126144,2023,1950,32.12,9.4
23T255,670951478126144,2023,1951,29.51,9.4
23T255,670951478126144,2023,1952,26.21,9.4
23T255,670951478126144,2023,1953,27,9.4
23T255,670951478126144,2023,1954,23.56,9.4
23T255,670951478126144,2023,1955,23.3,9.4
23T255,670951478126144,2023,1956,24.88,9.4
23T255,670951478126144,2023,1957,24.88,9.4
23T255,670951478126144,2023,1958,27.25,9.4
23T255,670951478126144,2023,1959,24.34,9.4
23T255,670951478126144,2023,1960,27.52,9.4
23T255,670951478126144,2023,1961,27.25,9.4
23T255,670951478126144,2023,1962,33.34,9.4
23T255,670951478126144,2023,1963,31.22,9.4
23T255,670951478126144,2023,1964,33.87,9.4
23T255,670951478126144,2023,1965,21.43,9.4
23T255,670951478126144,2023,1966,31.49,9.4
23T255,670951478126144,2023,1967,24.87,9.4
23T255,670951478126144,2023,1968,20.64,9.4
23T255,670951478126144,2023,1969,39.42,9.4
23T255,670951478126144,2023,1970,26.46,9.4
23T255,670951478126144,2023,1971,33.08,9.4
23T255,670951478126144,2023,1972,32.81,9.4
23T255,670951478126144,2023,1973,33.61,9.4
23T255,670951478126144,2023,1974,27.52,9.4
23T255,670951478126144,2023,1975,30.43,9.4
23T255,670951478126144,2023,1976,33.61,9.4
23T255,670951478126144,2023,1977,49.48,9.4
23T255,670951478126144,2023,1978,39.16,9.4
23T255,670951478126144,2023,1979,38.1,9.4
23T255,670951478126144,2023,1980,34.4,9.4
23T255,670951478126144,2023,1981,39.69,9.4
23T255,670951478126144,2023,1982,35.99,9.4
23T255,670951478126144,2023,1983,36.52,9.4
23T255,670951478126144,2023,1984,30.69,9.4
23T255,670951478126144,2023,1985,31.23,9.4
23T255,670951478126144,2023,1986,29.11,9.4
23T255,670951478126144,2023,1987,25.93,9.4
23T255,670951478126144,2023,1988,17.99,9.4
23T255,670951478126144,2023,1989,14.05,9.4
23T255,670951478126144,2023,1990,16.15,9.4
23T255,670951478126144,2023,1991,12.71,9.4
23T255,670951478126144,2023,1992,17.74,9.4
23T255,670951478126144,2023,1993,15.08,9.4
23T255,670951478126144,2023,1994,18.53,9.4
23T255,670951478126144,2023,1995,25.15,9.4
23T255,670951478126144,2023,1996,23.83,9.4
23T255,670951478126144,2023,1997,18.53,9.4
23T255,670951478126144,2023,1998,26.49,9.4
23T255,670951478126144,2023,1999,25.42,9.4
23T255,670951478126144,2023,2000,25.96,9.4
23T255,670951478126144,2023,2001,30.46,9.4
23T255,670951478126144,2023,2002,40.26,9.4
23T255,670951478126144,2023,2003,28.88,9.4
23T255,670951478126144,2023,2004,33.12,9.4
23T255,670951478126144,2023,2005,37.89,9.4
23T255,670951478126144,2023,2006,27.3,9.4
23T255,670951478126144,2023,2007,24.92,9.4
23T255,670951478126144,2023,2008,5.3,9.4
23T255,670951478126144,2023,2009,33.6,9.4
23T255,670951478126144,2023,2010,23.82,9.4
23T255,670951478126144,2023,2011,24.61,9.4
23T255,670951478126144,2023,2012,12.17,9.4
23T255,670951478126144,2023,2013,12.97,9.4
23T255,670951478126144,2023,2014,13.5,9.4
23T255,670951478126144,2023,2015,8.74,9.4
23T255,670951478126144,2023,2016,11.91,9.4
23T255,670951478126144,2023,2017,18.52,9.4
23T255,670951478126144,2023,2018,21.17,9.4
23T255,670951478126144,2023,2019,23.55,9.4
23T255,670951478126144,2023,2020,21.74,9.4
23T255,670951478126144,2023,2021,22.23,9.4
23T255,670951478126144,2023,2022,21.17,9.4
23T257,670953063126144,2023,1891,0.9,9.4
23T257,670953063126144,2023,1892,0.95,9.4
23T257,670953063126144,2023,1893,1.02,9.4
23T257,670953063126144,2023,1894,1.01,9.4
23T257,670953063126144,2023,1895,0.84,9.4
23T257,670953063126144,2023,1896,0.91,9.4
23T257,670953063126144,2023,1897,0.77,9.4
23T257,670953063126144,2023,1898,0.73,9.4
23T257,670953063126144,2023,1899,0.68,9.4
23T257,670953063126144,2023,1900,0.69,9.4
23T257,670953063126144,2023,1901,0.68,9.4
23T257,670953063126144,2023,1902,0.81,9.4
23T257,670953063126144,2023,1903,0.81,9.4
23T257,670953063126144,2023,1904,0.73,9.4
23T257,670953063126144,2023,1905,0.67,9.4
23T257,670953063126144,2023,1906,0.77,9.4
23T257,670953063126144,2023,1907,0.69,9.4
23T257,670953063126144,2023,1908,0.72,9.4
23T257,670953063126144,2023,1909,0.75,9.4
23T257,670953063126144,2023,1910,0.76,9.4
23T257,670953063126144,2023,1911,0.8,9.4
23T257,670953063126144,2023,1912,0.89,9.4
23T257,670953063126144,2023,1913,0.74,9.4
23T257,670953063126144,2023,1914,0.86,9.4
23T257,670953063126144,2023,1915,0.59,9.4
23T257,670953063126144,2023,1916,0.65,9.4
23T257,670953063126144,2023,1917,0.75,9.4
23T257,670953063126144,2023,1918,0.66,9.4
23T257,670953063126144,2023,1919,0.59,9.4
23T257,670953063126144,2023,1920,0.65,9.4
23T257,670953063126144,2023,1921,0.71,9.4
23T257,670953063126144,2023,1922,0.65,9.4
23T257,670953063126144,2023,1923,0.65,9.4
23T257,670953063126144,2023,1924,0.71,9.4
23T257,670953063126144,2023,1925,0.56,9.4
23T257,670953063126144,2023,1926,0.66,9.4
23T257,670953063126144,2023,1927,0.78,9.4
23T257,670953063126144,2023,1928,0.74,9.4
23T257,670953063126144,2023,1929,0.73,9.4
23T257,670953063126144,2023,1930,0.73,9.4
23T257,670953063126144,2023,1931,0.7,9.4
23T257,670953063126144,2023,1932,0.69,9.4
23T257,670953063126144,2023,1933,0.57,9.4
23T257,670953063126144,2023,1934,0.5,9.4
23T257,670953063126144,2023,1935,0.47,9.4
23T257,670953063126144,2023,1936,0.5,9.4
23T257,670953063126144,2023,1937,0.46,9.4
23T257,670953063126144,2023,1938,0.35,9.4
23T257,670953063126144,2023,1939,0.35,9.4
23T257,670953063126144,2023,1940,0.55,9.4
23T257,670953063126144,2023,1941,0.56,9.4
23T257,670953063126144,2023,1942,0.59,9.4
23T257,670953063126144,2023,1943,0.54,9.4
23T257,670953063126144,2023,1944,0.5,9.4
23T257,670953063126144,2023,1945,0.55,9.4
23T257,670953063126144,2023,1946,0.54,9.4
23T257,670953063126144,2023,1947,0.58,9.4
23T257,670953063126144,2023,1948,0.68,9.4
23T257,670953063126144,2023,1949,0.59,9.4
23T257,670953063126144,2023,1950,0.55,9.4
23T257,670953063126144,2023,1951,0.39,9.4
23T257,670953063126144,2023,1952,0.47,9.4
23T257,670953063126144,2023,1953,0.61,9.4
23T257,670953063126144,2023,1954,0.49,9.4
23T257,670953063126144,2023,1955,0.53,9.4
23T257,670953063126144,2023,1956,0.49,9.4
23T257,670953063126144,2023,1957,0.57,9.4
23T257,670953063126144,2023,1958,0.57,9.4
23T257,670953063126144,2023,1959,0.57,9.4
23T257,670953063126144,2023,1960,0.57,9.4
23T257,670953063126144,2023,1961,0.52,9.4
23T257,670953063126144,2023,1962,0.5,9.4
23T257,670953063126144,2023,1963,0.56,9.4
23T257,670953063126144,2023,1964,0.53,9.4
23T257,670953063126144,2023,1965,0.62,9.4
23T257,670953063126144,2023,1966,0.51,9.4
23T257,670953063126144,2023,1967,0.61,9.4
23T257,670953063126144,2023,1968,0.65,9.4
23T257,670953063126144,2023,1969,0.54,9.4
23T257,670953063126144,2023,1970,0.68,9.4
23T257,670953063126144,2023,1971,0.63,9.4
23T257,670953063126144,2023,1972,0.65,9.4
23T257,670953063126144,2023,1973,0.65,9.4
23T257,670953063126144,2023,1974,0.58,9.4
23T257,670953063126144,2023,1975,0.45,9.4
23T257,670953063126144,2023,1976,0.47,9.4
23T257,670953063126144,2023,1977,0.47,9.4
23T257,670953063126144,2023,1978,0.52,9.4
23T257,670953063126144,2023,1979,0.49,9.4
23T257,670953063126144,2023,1980,0.47,9.4
23T257,670953063126144,2023,1981,0.49,9.4
23T257,670953063126144,2023,1982,0.6,9.4
23T257,670953063126144,2023,1983,0.56,9.4
23T257,670953063126144,2023,1984,0.69,9.4
23T257,670953063126144,2023,1985,0.59,9.4
23T257,670953063126144,2023,1986,0.61,9.4
23T257,670953063126144,2023,1987,0.52,9.4
23T257,670953063126144,2023,1988,0.33,9.4
23T257,670953063126144,2023,1989,0.35,9.4
23T257,670953063126144,2023,1990,0.31,9.4
23T257,670953063126144,2023,1991,0.31,9.4
23T257,670953063126144,2023,1992,0.26,9.4
23T257,670953063126144,2023,1993,0.34,9.4
23T257,670953063126144,2023,1994,0.51,9.4
23T257,670953063126144,2023,1995,0.56,9.4
23T257,670953063126144,2023,1996,0.51,9.4
23T257,670953063126144,2023,1997,0.51,9.4
23T257,670953063126144,2023,1998,0.56,9.4
23T257,670953063126144,2023,1999,0.52,9.4
23T257,670953063126144,2023,2000,0.57,9.4
23T257,670953063126144,2023,2001,0.55,9.4
23T257,670953063126144,2023,2002,0.43,9.4
23T257,670953063126144,2023,2003,0.21,9.4
23T257,670953063126144,2023,2004,0.11,9.4
23T257,670953063126144,2023,2005,0.36,9.4
23T257,670953063126144,2023,2006,0.38,9.4
23T257,670953063126144,2023,2007,0.35,9.4
23T257,670953063126144,2023,2008,0.41,9.4
23T257,670953063126144,2023,2009,0.43,9.4
23T257,670953063126144,2023,2010,0.47,9.4
23T257,670953063126144,2023,2011,0.62,9.4
23T257,670953063126144,2023,2012,0.6,9.4
23T257,670953063126144,2023,2013,0.75,9.4
23T257,670953063126144,2023,2014,0.92,9.4
23T257,670953063126144,2023,2015,1.03,9.4
23T257,670953063126144,2023,2016,0.92,9.4
23T257,670953063126144,2023,2017,1.09,9.4
23T257,670953063126144,2023,2018,1.14,9.4
23T257,670953063126144,2023,2019,1.16,9.4
23T257,670953063126144,2023,2020,1.15,9.4
23T257,670953063126144,2023,2021,0.93,9.4
23T257,670953063126144,2023,2022,1.04,9.4
23T277,670952793126144,2023,1937,2.75,9.9
23T277,670952793126144,2023,1938,2.75,9.9
23T277,670952793126144,2023,1939,2.88,9.9
23T277,670952793126144,2023,1940,2.4,9.9
23T277,670952793126144,2023,1941,3.13,9.9
23T277,670952793126144,2023,1942,2.13,9.9
23T277,670952793126144,2023,1943,2.3,9.9
23T277,670952793126144,2023,1944,2.82,9.9
23T277,670952793126144,2023,1945,2.09,9.9
23T277,670952793126144,2023,1946,2.1,9.9
23T277,670952793126144,2023,1947,2.32,9.9
23T277,670952793126144,2023,1948,2.93,9.9
23T277,670952793126144,2023,1949,2.96,9.9
23T277,670952793126144,2023,1950,2.71,9.9
23T277,670952793126144,2023,1951,2.57,9.9
23T277,670952793126144,2023,1952,2.38,9.9
23T277,670952793126144,2023,1953,2.08,9.9
23T277,670952793126144,2023,1954,2.37,9.9
23T277,670952793126144,2023,1955,2.64,9.9
23T277,670952793126144,2023,1956,2.62,9.9
23T277,670952793126144,2023,1957,1.81,9.9
23T277,670952793126144,2023,1958,1.55,9.9
23T277,670952793126144,2023,1959,1.71,9.9
23T277,670952793126144,2023,1960,1.5,9.9
23T277,670952793126144,2023,1961,1.61,9.9
23T277,670952793126144,2023,1962,1.64,9.9
23T277,670952793126144,2023,1963,1.77,9.9
23T277,670952793126144,2023,1964,1.61,9.9
23T277,670952793126144,2023,1965,1.63,9.9
23T277,670952793126144,2023,1966,1.59,9.9
23T277,670952793126144,2023,1967,1.79,9.9
23T277,670952793126144,2023,1968,2.05,9.9
23T277,670952793126144,2023,1969,1.74,9.9
23T277,670952793126144,2023,1970,1.35,9.9
23T277,670952793126144,2023,1971,1.35,9.9
23T277,670952793126144,2023,1972,1.28,9.9
23T277,670952793126144,2023,1973,1.64,9.9
23T277,670952793126144,2023,1974,1.35,9.9
23T277,670952793126144,2023,1975,1.56,9.9
23T277,670952793126144,2023,1976,1.65,9.9
23T277,670952793126144,2023,1977,1.1,9.9
23T277,670952793126144,2023,1978,0.78,9.9
23T277,670952793126144,2023,1979,0.64,9.9
23T277,670952793126144,2023,1980,0.61,9.9
23T277,670952793126144,2023,1981,0.8,9.9
23T277,670952793126144,2023,1982,1.09,9.9
23T277,670952793126144,2023,1983,0.73,9.9
23T277,670952793126144,2023,1984,0.72,9.9
23T277,670952793126144,2023,1985,0.86,9.9
23T277,670952793126144,2023,1986,0.72,9.9
23T277,670952793126144,2023,1987,0.99,9.9
23T277,670952793126144,2023,1988,0.87,9.9
23T277,670952793126144,2023,1989,0.64,9.9
23T277,670952793126144,2023,1990,0.64,9.9
23T277,670952793126144,2023,1991,0.28,9.9
23T277,670952793126144,2023,1992,0.51,9.9
23T277,670952793126144,2023,1993,0.53,9.9
23T277,670952793126144,2023,1994,0.41,9.9
23T277,670952793126144,2023,1995,0.43,9.9
23T277,670952793126144,2023,1996,0.5,9.9
23T277,670952793126144,2023,1997,0.56,9.9
23T277,670952793126144,2023,1998,0.45,9.9
23T277,670952793126144,2023,1999,0.34,9.9
23T277,670952793126144,2023,2000,0.41,9.9
23T277,670952793126144,2023,2001,0.49,9.9
23T277,670952793126144,2023,2002,0.34,9.9
23T277,670952793126144,2023,2003,0.41,9.9
23T277,670952793126144,2023,2004,0.45,9.9
23T277,670952793126144,2023,2005,0.68,9.9
23T277,670952793126144,2023,2006,0.48,9.9
23T277,670952793126144,2023,2007,0.48,9.9
23T277,670952793126144,2023,2008,0.44,9.9
23T277,670952793126144,2023,2009,0.6,9.9
23T277,670952793126144,2023,2010,0.45,9.9
23T277,670952793126144,2023,2011,0.5,9.9
23T277,670952793126144,2023,2012,0.68,9.9
23T277,670952793126144,2023,2013,0.58,9.9
23T277,670952793126144,2023,2014,0.62,9.9
23T277,670952793126144,2023,2015,0.56,9.9
23T277,670952793126144,2023,2016,0.54,9.9
23T277,670952793126144,2023,2017,0.58,9.9
23T277,670952793126144,2023,2018,0.54,9.9
23T277,670952793126144,2023,2019,0.58,9.9
23T277,670952793126144,2023,2020,0.73,9.9
23T277,670952793126144,2023,2021,0.5,9.9
23T277,670952793126144,2023,2022,0.72,9.9
23T28,667907263126144,2023,1915,0.93,6.4
23T28,667907263126144,2023,1916,1.3,6.4
23T28,667907263126144,2023,1917,0.67,6.4
23T28,667907263126144,2023,1918,0.64,6.4
23T28,667907263126144,2023,1919,1.27,6.4
23T28,667907263126144,2023,1920,0.53,6.4
23T28,667907263126144,2023,1921,0.83,6.4
23T28,667907263126144,2023,1922,0.68,6.4
23T28,667907263126144,2023,1923,0.46,6.4
23T28,667907263126144,2023,1924,1.04,6.4
23T28,667907263126144,2023,1925,1.47,6.4
23T28,667907263126144,2023,1926,1.74,6.4
23T28,667907263126144,2023,1927,1.95,6.4
23T28,667907263126144,2023,1928,1.42,6.4
23T28,667907263126144,2023,1929,0.68,6.4
23T28,667907263126144,2023,1930,1.53,6.4
23T28,667907263126144,2023,1931,2.04,6.4
23T28,667907263126144,2023,1932,2.12,6.4
23T28,667907263126144,2023,1933,2.55,6.4
23T28,667907263126144,2023,1934,2.47,6.4
23T28,667907263126144,2023,1935,1.41,6.4
23T28,667907263126144,2023,1936,0.53,6.4
23T28,667907263126144,2023,1937,0.42,6.4
23T28,667907263126144,2023,1938,1.22,6.4
23T28,667907263126144,2023,1939,1.53,6.4
23T28,667907263126144,2023,1940,2.08,6.4
23T28,667907263126144,2023,1941,1.73,6.4
23T28,667907263126144,2023,1942,1.9,6.4
23T28,667907263126144,2023,1943,1.31,6.4
23T28,667907263126144,2023,1944,1.55,6.4
23T28,667907263126144,2023,1945,1.64,6.4
23T28,667907263126144,2023,1946,1.32,6.4
23T28,667907263126144,2023,1947,1.2,6.4
23T28,667907263126144,2023,1948,1.34,6.4
23T28,667907263126144,2023,1949,1.54,6.4
23T28,667907263126144,2023,1950,1.39,6.4
23T28,667907263126144,2023,1951,1.07,6.4
23T28,667907263126144,2023,1952,1.09,6.4
23T28,667907263126144,2023,1953,0.99,6.4
23T28,667907263126144,2023,1954,1.12,6.4
23T28,667907263126144,2023,1955,1.12,6.4
23T28,667907263126144,2023,1956,1.03,6.4
23T28,667907263126144,2023,1957,1.45,6.4
23T28,667907263126144,2023,1958,1.19,6.4
23T28,667907263126144,2023,1959,0.77,6.4
23T28,667907263126144,2023,1960,0.81,6.4
23T28,667907263126144,2023,1961,0.87,6.4
23T28,667907263126144,2023,1962,0.98,6.4
23T28,667907263126144,2023,1963,0.89,6.4
23T28,667907263126144,2023,1964,0.8,6.4
23T28,667907263126144,2023,1965,0.8,6.4
23T28,667907263126144,2023,1966,0.83,6.4
23T28,667907263126144,2023,1967,0.91,6.4
23T28,667907263126144,2023,1968,1.04,6.4
23T28,667907263126144,2023,1969,1.15,6.4
23T28,667907263126144,2023,1970,1.27,6.4
23T28,667907263126144,2023,1971,1.05,6.4
23T28,667907263126144,2023,1972,0.86,6.4
23T28,667907263126144,2023,1973,0.8,6.4
23T28,667907263126144,2023,1974,1,6.4
23T28,667907263126144,2023,1975,0.8,6.4
23T28,667907263126144,2023,1976,0.65,6.4
23T28,667907263126144,2023,1977,0.81,6.4
